gene_name,gene_id_x,transcript_id,gene_id_y,exon_coverage,CDS_coverage,MIM Entry Type (see FAQ 1.3 at https://omim.org/help/faq),Ensembl Gene ID (Ensembl),MIM Number,Preferred Title; symbol,Alternative Title(s); symbol(s),Included Title(s); symbols,Phenotype,Gene Symbols_x,# Chromosome,Gene Symbols_y,Gene Name,Entrez Gene ID,Ensembl Gene ID,Phenotypes,start,end
INSM1,ENSG00000173404,ENST00000310227,ENSG00000173404,8.859178018,15.4954094,gene,ENSG00000173404,600010.0,INSULINOMA-ASSOCIATED 1; INSM1,IA1,,,,chr20,"INSM1, IA1",Insulinoma-associated 1,3642.0,ENSG00000173404,,20348765.0,20351590.0
RP11-738G5.2,ENSG00000253206,ENST00000520800,ENSG00000253206,9.931372414,15.50396345,,,,,,,,,,,,,,,50448945.0,50466973.0
PSMG4,ENSG00000180822,ENST00000419065,ENSG00000180822,14.9205364,15.61966518,gene,ENSG00000180822,617550.0,PROTEASOME ASSEMBLY CHAPERONE 4; PSMG4,PAC4;; CHROMOSOME 6 OPEN READING FRAME 86; C6ORF86,,,,chr6,"PSMG4, PAC4, C6orf86",Proteasome assembly chaperone 4,389362.0,ENSG00000180822,,3259186.0,3268015.0
RP11-180C1.1,ENSG00000250038,ENST00000507759,ENSG00000250038,6.253927914,15.6442764,,,,,,,,,,,,,,,28363901.0,28404323.0
CCDC71L,ENSG00000253276,ENST00000523505,ENSG00000253276,10.4344193,15.65290413,,,,,,,,,,,,,,,106297211.0,106301442.0
RP11-122A3.2,ENSG00000253250,ENST00000517562,ENSG00000253250,11.15544515,15.65596588,,,,,,,,,,,,,,,91970865.0,91997485.0
DLEU2L,ENSG00000116652,ENST00000371086,ENSG00000116652,6.276459096,15.71634848,,,,,,,,,,,,,,,64014588.0,64015405.0
KIR3DL3,ENSG00000242019,ENST00000291860,ENSG00000242019,15.35494902,15.76294595,gene,ENSG00000242019,610095.0,"KILLER CELL IMMUNOGLOBULIN-LIKE RECEPTOR, THREE DOMAINS, LONG CYTOPLASMIC TAIL, 3; KIR3DL3",KIRC1;; KIR3DL7;; KIR44;; CD158Z,,,,chr19,"KIR3KL3, KIRC1, KIR3DL7, KIR44","Killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 3",115653.0,ENSG00000242019,,55235984.0,55248003.0
NOMO2,ENSG00000185164,ENST00000381474,ENSG00000185164,15.18555415,15.76850453,gene,ENSG00000185164,609158.0,NODAL MODULATOR 2; NOMO2,"PM5, CENTROMERIC COPY",,,,chr16,NOMO2,Nodal modulator 2,283820.0,ENSG00000185164,,18511187.0,18573428.0
UTY,ENSG00000183878,ENST00000331397,ENSG00000183878,14.72237183,15.77146203,gene,ENSG00000183878,400009.0,UBIQUITOUSLY TRANSCRIBED TETRATRICOPEPTIDE REPEAT GENE ON Y CHROMOSOME; UTY,UTY1;; LYSINE-SPECIFIC DEMETHYLASE 6C; KDM6C,,,,chrY,UTY,Ubiquitously transcribed TPR gene on Y chromosome,7404.0,ENSG00000183878,,15360259.0,15592553.0
CEBPD,ENSG00000221869,ENST00000408965,ENSG00000221869,6.286603406,15.78958033,gene,ENSG00000221869,116898.0,"CCAAT/ENHANCER-BINDING PROTEIN, DELTA; CEBPD",C/EBP-DELTA;; CRP3,,,,chr8,CEBPD,"CCAAT/enhancer-binding protein (C/EBP), delta",1052.0,ENSG00000221869,,48649471.0,48651648.0
C20orf187,ENSG00000125899,ENST00000378252,ENSG00000125899,11.5720715,15.79426492,,,,,,,,,,,,,,,11008408.0,11010014.0
RP11-763F8.1,ENSG00000249049,ENST00000502368,ENSG00000249049,14.7083346,15.88571107,,,,,,,,,,,,,,,92240185.0,92246457.0
RP11-536G4.1,ENSG00000258292,ENST00000553095,ENSG00000258292,9.684270965,15.90323385,,,,,,,,,,,,,,,96196875.0,96217085.0
RP11-160N1.10,ENSG00000204814,ENST00000377548,ENSG00000204814,7.290982072,15.93921122,,,,,,,,,,,,,,,44867571.0,44870528.0
CXorf31,ENSG00000204904,ENST00000377879,ENSG00000204904,10.0012081,15.94104464,,,,,,,,,,,,,,,46746852.0,46759138.0
MROH1,ENSG00000179832,ENST00000528919,ENSG00000179832,17.73437536,15.95249934,,,,,,,,,,,,,,,145215928.0,145316830.0
METRN,ENSG00000103260,ENST00000568223,ENSG00000103260,15.50604581,16.06370993,gene,ENSG00000103260,610998.0,METEORIN; METRN,,,,,chr16,METRN,Meteorin,79006.0,ENSG00000103260,,765115.0,769655.0
AC015987.2,ENSG00000236338,ENST00000416501,ENSG00000236338,11.44501783,16.08250263,,,,,,,,,,,,,,,135611542.0,135613214.0
GAGE12J,ENSG00000224659,ENST00000442437,ENSG00000224659,12.79110489,16.11229874,gene,ENSG00000224659,300733.0,G ANTIGEN 12J; GAGE12J,,,,,chrX,GAGE12J,G antigen 12J,729396.0,ENSG00000224659,,49178536.0,49185863.0
LGALS7B,ENSG00000178934,ENST00000314980,ENSG00000178934,18.19288098,16.11931895,gene,ENSG00000178934,617139.0,"LECTIN, GALACTOSIDE-BINDING, SOLUBLE, 7B; LGALS7B",,,,,chr19,LGALS7B,"Lectin, galactoside-binding, soluble, 7B",653499.0,ENSG00000178934,,39279851.0,39282389.0
RP11-315O6.2,ENSG00000255482,ENST00000529278,ENSG00000255482,3.506555763,16.15444298,,,,,,,,,,,,,,,102337986.0,102369532.0
C6orf100,ENSG00000204709,ENST00000377186,ENSG00000204709,7.944575063,16.17946994,,,,,,,,,,,,,,,28911654.0,28912314.0
KCNK12,ENSG00000184261,ENST00000327876,ENSG00000184261,1.221633609,16.20814538,gene,ENSG00000184261,607366.0,"POTASSIUM CHANNEL, SUBFAMILY K, MEMBER 12; KCNK12",TANDEM PORE DOMAIN HALOTHANE-INHIBITED POTASSIUM CHANNEL 2; THIK2,,,,chr2,"KCNK12, THIK2","Potassium channel, subfamily K, member 12",56660.0,ENSG00000184261,,47743720.0,47798078.0
NUPR1L,ENSG00000185290,ENST00000329309,ENSG00000185290,6.345900259,16.21748316,,,,,,,,,,,,,,,56182374.0,56184093.0
PRAMEF17,ENSG00000204479,ENST00000376098,ENSG00000204479,15.36336939,16.23605707,,,,,,,,,,,,,,,13716092.0,13719089.0
C9orf141,ENSG00000198454,ENST00000371629,ENSG00000198454,12.51397288,16.25583833,,,,,,,,,,,,,,,139863695.0,139866442.0
C2CD4C,ENSG00000183186,ENST00000332235,ENSG00000183186,3.673892713,16.30476397,gene,ENSG00000183186,610336.0,C2 CALCIUM-DEPENDENT DOMAIN-CONTAINING PROTEIN 4C; C2CD4C,NUCLEAR-LOCALIZED FACTOR 3; NLF3;; KIAA1957,,,,chr19,"C2CD4C, NLF3, KIAA1957",C2 calcium-dependent domain containing 4C,126567.0,ENSG00000183186,,405438.0,409139.0
CTAGE6,ENSG00000271321,ENST00000470691,ENSG00000271321,14.62636867,16.33917651,,,,,,,,,,,,,,,143452182.0,143454789.0
CLEC18C,ENSG00000157335,ENST00000569347,ENSG00000157335,14.83926725,16.34648715,gene,ENSG00000157335,616573.0,"C-TYPE LECTIN DOMAIN FAMILY 18, MEMBER C; CLEC18C",,,,,chr16,CLEC18C,"C-type lectin domain family 18, member C",283971.0,ENSG00000157335,,70207928.0,70220798.0
RSPH10B2,ENSG00000169402,ENST00000403107,ENSG00000169402,13.11057166,16.38084669,,,,,,,,,,,,,,,6793740.0,6838394.0
SHISA7,ENSG00000187902,ENST00000376325,ENSG00000187902,14.05850272,16.39554536,gene,ENSG00000187902,617328.0,"SHISA FAMILY, MEMBER 7; SHISA7",,,,,chr19,SHISA7,"Shisa family, member 7",729956.0,ENSG00000187902,,55940107.0,55954230.0
LRRC9,ENSG00000131951,ENST00000445360,ENSG00000131951,13.67800445,16.46910825,,,,,,,,,,,,,,,60386431.0,60530277.0
RHOXF2,ENSG00000131721,ENST00000371388,ENSG00000131721,15.21825156,16.49052585,gene,ENSG00000131721,300447.0,"RHOX HOMEOBOX FAMILY, MEMBER 2; RHOXF2","HOMEOBOX PROTEIN, PEPP SUBFAMILY, 2; PEPP2",,,,chrX,"RHOXF2, PEPP2","RHOX homeobox family, member 2",84528.0,ENSG00000131721,,119292467.0,119297945.0
GOLGA8J,ENSG00000179938,ENST00000567927,ENSG00000179938,12.92892086,16.49341675,,,,,,,,,,,,,,,30375256.0,30385702.0
AL020996.1,ENSG00000223474,ENST00000536896,ENSG00000223474,6.123412568,16.51668472,,,,,,,,,,,,,,,26145212.0,26147288.0
RP11-422N16.3,ENSG00000248050,ENST00000499579,ENSG00000248050,10.20995923,16.57915785,,,,,,,,,,,,,,,110656344.0,110660313.0
C10orf131,ENSG00000173088,ENST00000423344,ENSG00000173088,12.16531556,16.6674577,,,,,,,,,,,,,,,97667722.0,97698480.0
CCDC85B,ENSG00000175602,ENST00000312579,ENSG00000175602,9.098808611,16.67194389,gene,ENSG00000175602,605360.0,COILED-COIL DOMAIN-CONTAINING PROTEIN 85B; CCDC85B,DELTA ANTIGEN-INTERACTING PROTEIN A; DIPA;; HEPATITIS DELTA ANTIGEN-INTERACTING PROTEIN A,,,,chr11,DIPA,Delta antigen-interacting protein A,11007.0,ENSG00000175602,,65657875.0,65659105.0
AC004899.1,ENSG00000267970,ENST00000596947,ENSG00000267970,1.293065819,16.71874956,,,,,,,,,,,,,,,48887362.0,48891221.0
C12orf61,ENSG00000221949,ENST00000408887,ENSG00000221949,2.600996704,16.72883384,,,,,,,,,,,,,,,62995531.0,62997214.0
AP005482.1,ENSG00000215527,ENST00000400514,ENSG00000215527,7.889871854,16.74166602,,,,,,,,,,,,,,,12658192.0,12658892.0
AC022431.2,ENSG00000225940,ENST00000438651,ENSG00000225940,9.493042374,16.79648333,,,,,,,,,,,,,,,55807394.0,55902059.0
AC021218.2,ENSG00000204876,ENST00000377722,ENSG00000204876,10.25805889,16.8039765,,,,,,,,,,,,,,,155755326.0,155759037.0
C5orf47,ENSG00000185056,ENST00000340147,ENSG00000185056,12.04240977,16.87010789,gene,ENSG00000185056,620002.0,CHROMOSOME 5 OPEN READING FRAME 47; C5ORF47,,,,,chr5,C5orf47,Chromsome 5 open reading frame 47,133491.0,ENSG00000185056,,173416162.0,173433143.0
SOWAHD,ENSG00000187808,ENST00000343905,ENSG00000187808,10.67846564,16.96446423,,,,,,,,,,,,,,,118892576.0,118894164.0
AP006621.5,ENSG00000255284,ENST00000530083,ENSG00000255284,1.115126583,16.98810394,,,,,,,,,,,,,,,777582.0,784180.0
RP11-159G9.5,ENSG00000229729,ENST00000473136,ENSG00000229729,14.95283004,17.00679573,,,,,,,,,,,,,,,88108424.0,88184648.0
CKMT1B,ENSG00000237289,ENST00000300283,ENSG00000237289,12.53776569,17.03292452,gene,ENSG00000237289,123290.0,"CREATINE KINASE, MITOCHONDRIAL 1B; CKMT1B","CREATINE KINASE, UBIQUITOUS MITOCHONDRIAL; UMTCK;; MTCK, UBIQUITOUS;; MTCK, PLACENTAL;; CREATINE KINASE, MITOCHONDRIAL 1, CENTROMERIC COPY;; CKMT1, CENTROMERIC COPY;; CREATINE KINASE, MITOCHONDRIAL 1, FORMERLY; CKMT1, FORMERLY",,,,chr15,"CKMT1B, CKMT1","Creatine kinase, mitochondrial 1B",1159.0,ENSG00000237289,,43885252.0,43891604.0
ARHGEF35,ENSG00000213214,ENST00000378115,ENSG00000213214,6.689193629,17.14029621,,,,,,,,,,,,,,,143883176.0,143892748.0
NANOGNB,ENSG00000205857,ENST00000382119,ENSG00000205857,15.95158342,17.16169863,,,,,,,,,,,,,,,7917812.0,7926717.0
C12orf75,ENSG00000235162,ENST00000443585,ENSG00000235162,15.80193685,17.2111015,,,,,,,,,,,,,,,105724414.0,105765296.0
TEX22,ENSG00000226174,ENST00000451127,ENSG00000226174,10.52046665,17.21222412,,,,,,,,,,,,,,,105864920.0,105880196.0
FAM86B1,ENSG00000186523,ENST00000448228,ENSG00000186523,18.41449789,17.22136858,gene,ENSG00000186523,616122.0,"FAMILY WITH SEQUENCE SIMILARITY 86, MEMBER B1; FAM86B1",,,,,chr8,FAM86B1,"Family with sequence similarity 86, member B1",85002.0,ENSG00000186523,,12039960.0,12051629.0
RSPH10B,ENSG00000155026,ENST00000405415,ENSG00000155026,13.44338138,17.22744558,,,,,,,,,,,,,,,5965777.0,6010314.0
FAM86B2,ENSG00000145002,ENST00000262365,ENSG00000145002,17.16290214,17.25801591,gene,ENSG00000145002,616123.0,"FAMILY WITH SEQUENCE SIMILARITY 86, MEMBER B2; FAM86B2",,,,,chr8,FAM86B2,"Family with sequence similarity 86, member B2",653333.0,ENSG00000145002,,12283123.0,12293852.0
CXorf30,ENSG00000205081,ENST00000378657,ENSG00000205081,15.40151864,17.2611023,,,,,,,,,,,,,,,36254051.0,36403431.0
GDF7,ENSG00000143869,ENST00000272224,ENSG00000143869,5.680506956,17.26875605,gene,ENSG00000143869,604651.0,GROWTH/DIFFERENTIATION FACTOR 7; GDF7,BONE MORPHOGENETIC PROTEIN 12; BMP12,,,,chr2,GDF7,Growth/differentiation factor 7,151449.0,ENSG00000143869,,20866424.0,20873418.0
FAM181B,ENSG00000182103,ENST00000329203,ENSG00000182103,12.67086405,17.28082381,,,,,,,,,,,,,,,82443053.0,82444906.0
ZNF444,ENSG00000167685,ENST00000337080,ENSG00000167685,8.707022508,17.30585426,gene,ENSG00000167685,607874.0,ZINC FINGER PROTEIN 444; ZNF444,ENDOTHELIAL ZINC FINGER PROTEIN 2; EZF2,,,,chr19,"ZNF444, EZF2",Zinc finger protein 444,55311.0,ENSG00000167685,,56652556.0,56672261.0
FAM27E1,ENSG00000237198,ENST00000377525,ENSG00000237198,5.701724981,17.32538386,,,,,,,,,,,,,,,46385691.0,46387031.0
TCTEX1D4,ENSG00000188396,ENST00000372200,ENSG00000188396,8.350938289,17.34780015,,,,,,,,,,,,,,,45271588.0,45272957.0
CFC1,ENSG00000136698,ENST00000259216,ENSG00000136698,17.06338284,17.38930418,gene,ENSG00000136698,605194.0,CRYPTIC PROTEIN; CFC1,"CRYPTIC, MOUSE, HOMOLOG OF;; CRYPTIC",,"Heterotaxy, visceral, 2, autosomal, 605376 (3)","CFC1, CRYPTIC, HTX2",chr2,"CFC1, CRYPTIC, HTX2",Cryptic protein,55997.0,ENSG00000136698,"Heterotaxy, visceral, 2, autosomal, 605376 (3), Autosomal dominant",131350339.0,131357123.0
ASAH2C,ENSG00000072444,ENST00000426610,ENSG00000072444,17.38122624,17.39999411,,,,,,,,,,,,,,,48001603.0,48055018.0
CXorf24,ENSG00000196741,ENST00000357412,ENSG00000196741,4.519970598,17.51864929,,,,,,,,,,,,,,,47342970.0,47344207.0
OXLD1,ENSG00000204237,ENST00000374741,ENSG00000204237,30.70466209,17.55326341,,,,,,,,,,,,,,,79632066.0,79633618.0
CCDC166,ENSG00000255181,ENST00000542437,ENSG00000255181,17.69449284,17.69264306,,,,,,,,,,,,,,,144788864.0,144790279.0
DEFB4B,ENSG00000177257,ENST00000318157,ENSG00000177257,15.01439067,17.73029195,,,,,,,,,,,,,,,7272382.0,7274385.0
LL22NC03-75H12.2,ENSG00000218357,ENST00000405369,ENSG00000218357,5.23512345,17.75457303,,,,,,,,,,,,,,,47857048.0,47882860.0
KLRF2,ENSG00000256797,ENST00000535540,ENSG00000256797,15.83410201,17.78228269,gene,ENSG00000256797,618814.0,KILLER CELL LECTIN-LIKE RECEPTOR F2; KLRF2,"KILLER CELL LECTIN-LIKE RECEPTOR, SUBFAMILY F, MEMBER 2;; NKp65",,,,chr12,KLRF2,Killer cell lectin-like receptor F2,100431172.0,ENSG00000256797,,10034088.0,10048432.0
AC016757.3,ENSG00000186235,ENST00000409070,ENSG00000186235,8.886274244,17.7904533,,,,,,,,,,,,,,,239133757.0,239140072.0
TTC34,ENSG00000215912,ENST00000401095,ENSG00000215912,17.40356508,17.81359246,,,,,,,,,,,,,,,2572807.0,2706236.0
TRIM49C,ENSG00000204449,ENST00000448984,ENSG00000204449,10.40268003,17.8386931,,,,,,,,,,,,,,,89764274.0,89775193.0
C20orf62,ENSG00000168746,ENST00000372910,ENSG00000168746,15.8592185,18.01302761,,,,,,,,,,,,,,,43090403.0,43093984.0
CTD-2117L12.1,ENSG00000250127,ENST00000504333,ENSG00000250127,8.917272136,18.03189597,,,,,,,,,,,,,,,57837394.0,57854070.0
FOXD4L3,ENSG00000187559,ENST00000342833,ENSG00000187559,8.829292037,18.03719097,gene,ENSG00000187559,611086.0,FORKHEAD BOX D4-LIKE 3; FOXD4L3,FOXD4-LIKE 3,,,,chr9,FOXD4L3,Forkhead box D4-like 3,286380.0,ENSG00000187559,,70917276.0,70920000.0
AC008132.13,ENSG00000161103,ENST00000342005,ENSG00000161103,8.333865521,18.13518528,,,,,,,,,,,,,,,18834324.0,18839322.0
NPB,ENSG00000183979,ENST00000333383,ENSG00000183979,11.58076772,18.16981707,gene,ENSG00000183979,607996.0,PREPRONEUROPEPTIDE B,PPNPB;; PREPRO-G PROTEIN-COUPLED RECEPTOR 7 LIGAND; PPL7;; PREPRO-GPCR7 LIGAND,"NEUROPEPTIDE B, INCLUDED; NPB, INCLUDED;; G PROTEIN-COUPLED RECEPTOR 7 LIGAND, INCLUDED; L7, INCLUDED;; GPCR7 LIGAND, INCLUDED;; GPCR7 LIGAND WITH C-TERMINAL EXTENSION, INCLUDED; L7C, INCLUDED",,,chr17,"NPB, PPL7",Neuropeptide B,256933.0,ENSG00000183979,,79859985.0,79860781.0
OR2T5,ENSG00000203661,ENST00000366473,ENSG00000203661,17.12961276,18.23432263,,,,,,,,,,,,,,,248651885.0,248652898.0
FAM159B,ENSG00000145642,ENST00000389074,ENSG00000145642,13.91732865,18.31766682,,,,,,,,,,,,,,,63986135.0,64013897.0
TMEM78,ENSG00000177800,ENST00000323223,ENSG00000177800,3.887223126,18.37759804,,,,,,,,,,,,,,,229385383.0,229387557.0
AC018470.1,ENSG00000268241,ENST00000595354,ENSG00000268241,18.38012456,18.41095213,,,,,,,,,,,,,,,175200601.0,175202151.0
KLF16,ENSG00000129911,ENST00000250916,ENSG00000129911,5.489147428,18.42574891,gene,ENSG00000129911,606139.0,KRUPPEL-LIKE FACTOR 16; KLF16,BASIC TRANSCRIPTION ELEMENT-BINDING PROTEIN 4; BTEB4;; DOPAMINE RECEPTOR-REGULATING FACTOR; DRRF,,,,chr19,"KLF16, BTEB4, DRRF",Kruppel-like factor 16,83855.0,ENSG00000129911,,1852400.0,1863567.0
MTRNR2L9,ENSG00000255633,ENST00000544932,ENSG00000255633,5.361793169,18.48079167,,,,,,,,,,,,,,,62284008.0,62284534.0
KCNG2,ENSG00000178342,ENST00000316249,ENSG00000178342,12.31053471,18.5086198,gene,ENSG00000178342,605696.0,"POTASSIUM CHANNEL, VOLTAGE-GATED, SUBFAMILY G, MEMBER 2; KCNG2",Kv6.2,,,,chr18,KCNG2,"Potassium channel, voltage-gated, subfamily G, member 2",26251.0,ENSG00000178342,,77623668.0,77659816.0
TBC1D3,ENSG00000197681,ENST00000537432,ENSG00000197681,16.83065002,18.55510397,gene,ENSG00000274611,607741.0,"TBC1 DOMAIN FAMILY, MEMBER 3; TBC1D3",TBC1D3A,,,,chr17,"TBC1D3, PRC17, TBC1D3A",TBC1D3 gene,729873.0,ENSG00000274611,,36337717.0,36358166.0
NAT14,ENSG00000090971,ENST00000205194,ENSG00000090971,9.385531889,18.62266386,,,,,,,,,,,,,,,55996371.0,55998935.0
CTD-2267D19.3,ENSG00000266208,ENST00000578774,ENSG00000266208,14.91085632,18.64102573,,,,,,,,,,,,,,,38516907.0,38520945.0
GOLGA6B,ENSG00000215186,ENST00000421285,ENSG00000215186,14.37736702,18.6736592,,,,,,,,,,,,,,,72947079.0,72958735.0
C6ORF50,ENSG00000145965,ENST00000356722,ENSG00000145965,4.358580123,18.68500065,,,,,,,,,,,,,,,3982909.0,3984372.0
OR2A42,ENSG00000212807,ENST00000391496,ENSG00000212807,11.8227517,18.69647269,,,,,,,,,,,,,,,143929004.0,143929936.0
CTD-2021H9.3,ENSG00000258053,ENST00000549357,ENSG00000258053,6.482243147,18.71387928,,,,,,,,,,,,,,,71441182.0,71512027.0
LOR,ENSG00000203782,ENST00000368742,ENSG00000203782,9.43253819,18.85371939,,,,,,,,,,,,,,,153232176.0,153234598.0
AC019294.1,ENSG00000256530,ENST00000543887,ENSG00000256530,9.035847653,18.86733561,,,,,,,,,,,,,,,76030311.0,76031568.0
FAM195A,ENSG00000172366,ENST00000307650,ENSG00000172366,21.18624808,18.91457707,,,,,,,,,,,,,,,691813.0,698474.0
HES5,ENSG00000197921,ENST00000378453,ENSG00000197921,15.5525941,18.92083113,gene,ENSG00000197921,607348.0,HES FAMILY bHLH TRANSCRIPTION FACTOR 5; HES5,"HAIRY/ENHANCER OF SPLIT, DROSOPHILA, HOMOLOG OF, 5",,,,chr1,HES5,Hes family bHLH transcription factor 5,388585.0,ENSG00000197921,,2460184.0,2461684.0
RP11-758M4.1,ENSG00000254349,ENST00000523118,ENSG00000254349,10.35019597,18.99629545,,,,,,,,,,,,,,,75512101.0,75670587.0
C1orf185,ENSG00000204006,ENST00000371759,ENSG00000204006,13.53677366,19.05091457,,,,,,,,,,,,,,,51567906.0,51613752.0
C21orf67,ENSG00000183250,ENST00000330551,ENSG00000183250,13.69098617,19.08521003,,,,,,,,,,,,,,,46354640.0,46359760.0
MTRNR2L1,ENSG00000256618,ENST00000540040,ENSG00000256618,1.674223023,19.09568056,gene,,616985.0,MTRNR2-LIKE 1; MTRNR2L1,HUMANIN-LIKE 1; HN1,,,,chr17,"MTRNR2L1, HN1",MTRNR2-like 1,100462977.0,,,22022437.0,22023991.0
ZNF853,ENSG00000236609,ENST00000457543,ENSG00000236609,10.05481261,19.09979893,,,,,,,,,,,,,,,6655248.0,6663921.0
TMEM221,ENSG00000188051,ENST00000341130,ENSG00000188051,13.46597345,19.10246569,,,,,,,,,,,,,,,17546318.0,17559376.0
BBC3,ENSG00000105327,ENST00000449228,ENSG00000105327,7.729207024,19.1231282,gene,ENSG00000105327,605854.0,BCL2-BINDING COMPONENT 3; BBC3,p53-UPREGULATED MODULATOR OF APOPTOSIS; PUMA,,,,chr19,PUMA,p53-upregulated modulator of apoptosis,27113.0,ENSG00000105327,,47724081.0,47736023.0
SPAG11A,ENSG00000178287,ENST00000326558,ENSG00000178287,13.68113135,19.14259863,,,,,,,,,,,,,,,7705546.0,7721319.0
RP11-706O15.1,ENSG00000205664,ENST00000425492,ENSG00000205664,6.693399689,19.1864042,,,,,,,,,,,,,,,3735569.0,3761898.0
MYPOP,ENSG00000176182,ENST00000322217,ENSG00000176182,10.50145079,19.21510591,gene,ENSG00000176182,617861.0,"MYB-RELATED TRANSCRIPTION FACTOR, PARTNER OF PROFILIN; MYPOP","PARTNER OF PROFILIN, 42-KD;; p42(POP)",,,,chr19,MYPOP,"MYB-related transcription factor, partner of profilin",339344.0,ENSG00000176182,,46393278.0,46405862.0
CT45A5,ENSG00000242284,ENST00000463085,ENSG00000242284,14.72251867,19.26907719,gene,ENSG00000228836,300796.0,"CANCER/TESTIS ANTIGEN FAMILY 45, MEMBER A5; CT45A5","CANCER/TESTIS ANTIGEN 45, MEMBER 5; CT45.5",,,,chrX,"CT45A5, CT45.5","Cancer/testis antigen family 45, member A5",441521.0,ENSG00000228836,,134945598.0,134953994.0
TRIQK,ENSG00000205133,ENST00000521988,ENSG00000205133,6.559656326,19.29969952,,,,,,,,,,,,,,,93895758.0,93978373.0
LACTBL1,ENSG00000215906,ENST00000426928,ENSG00000215906,19.42477457,19.42792755,,,,,,,,,,,,,,,23279536.0,23291831.0
C20orf202,ENSG00000215595,ENST00000400633,ENSG00000215595,9.619092288,19.43308942,,,,,,,,,,,,,,,1184098.0,1188918.0
C21orf37,ENSG00000232560,ENST00000440664,ENSG00000232560,8.49055527,19.43587307,,,,,,,,,,,,,,,18811208.0,18821503.0
CCDC175,ENSG00000151838,ENST00000537690,ENSG00000151838,18.56697763,19.4413966,,,,,,,,,,,,,,,59971779.0,60043549.0
VMAC,ENSG00000187650,ENST00000339485,ENSG00000187650,6.903748368,19.48262369,gene,ENSG00000187650,617204.0,VIMENTIN-TYPE INTERMEDIATE FILAMENT-ASSOCIATED COILED-COIL PROTEIN; VMAC,,,,,chr19,VMAC,Vimentin-type intermediate filament-associated coiled-coil protein,400673.0,ENSG00000187650,,5904869.0,5910864.0
COX6A2,ENSG00000156885,ENST00000287490,ENSG00000156885,16.07265086,19.51630857,gene,ENSG00000156885,602009.0,"CYTOCHROME c OXIDASE, SUBUNIT 6A2; COX6A2","CYTOCHROME c OXIDASE, SUBUNIT VIa, POLYPEPTIDE 2",,"Mitochondrial complex IV deficiency, nuclear type 18, 619062 (3)","COX6A2, MC4DN18",chr16,"COX6A2, MC4DN18","Cytochrome c oxidase, subunit 6A2",1339.0,ENSG00000156885,"Mitochondrial complex IV deficiency, nuclear type 18, 619062 (3), Autosomal recessive",31439052.0,31439749.0
C17orf89,ENSG00000224877,ENST00000431388,ENSG00000224877,14.2634336,19.52463759,,,,,,,,,,,,,,,79213039.0,79215081.0
FP15737,ENSG00000215298,ENST00000399967,ENSG00000215298,2.581720866,19.56717847,,,,,,,,,,,,,,,23430157.0,23432974.0
FAM153A,ENSG00000170074,ENST00000440605,ENSG00000170074,15.74581022,19.57368722,,,,,,,,,,,,,,,177150365.0,177207677.0
LEKR1,ENSG00000197980,ENST00000491763,ENSG00000197980,15.43022574,19.59268436,gene,ENSG00000197980,613536.0,"LEUCINE-, GLUTAMATE-, AND LYSINE-RICH PROTEIN 1; LEKR1",,,,,chr3,LEKR1,"Leucine-, glutamate-, and lysine-rich protein 1",389170.0,ENSG00000197980,,156544148.0,156643045.0
GAREML,ENSG00000157833,ENST00000401533,ENSG00000157833,15.27461758,19.62060462,,,,,,,,,,,,,,,26395960.0,26412532.0
TIMM23,ENSG00000138297,ENST00000260867,ENSG00000138297,9.771817783,19.69309385,gene,ENSG00000265354,605034.0,TRANSLOCASE OF INNER MITOCHONDRIAL MEMBRANE 23; TIMM23,"TIM23, YEAST, HOMOLOG OF; TIM23",,,,chr10,TIMM23,Translocase of inner mitochondrial membrane 23,100287932.0,ENSG00000265354,,51592080.0,51623338.0
FOXD1,ENSG00000251493,ENST00000499003,ENSG00000251493,16.20916442,19.71602219,gene,ENSG00000251493,601091.0,FORKHEAD BOX D1; FOXD1,"FORKHEAD, DROSOPHILA, HOMOLOG-LIKE 8; FKHL8;; FORKHEAD-RELATED ACTIVATOR 4; FREAC4",,,,chr5,"FOXD1, FKHL8",Forkhead box D1,2297.0,ENSG00000251493,,72742083.0,72744352.0
BHLHE23,ENSG00000125533,ENST00000370346,ENSG00000125533,13.18390227,19.72195422,gene,ENSG00000125533,609331.0,"BASIC HELIX-LOOP-HELIX FAMILY, MEMBER E23; BHLHE23","BASIC HELIX-LOOP-HELIX DOMAIN-CONTAINING PROTEIN, CLASS B, 4; BHLHB4",,,,chr20,"BHLHE23, BHLHB4","Basic helix-loop-helix family, member E23",128408.0,ENSG00000125533,,61637331.0,61638387.0
AC110619.2,ENSG00000218416,ENST00000404327,ENSG00000218416,12.07645193,19.76653392,,,,,,,,,,,,,,,241388835.0,241396131.0
C5orf63,ENSG00000164241,ENST00000535381,ENSG00000164241,9.753830655,19.83471691,,,,,,,,,,,,,,,126378250.0,126409184.0
OR4F5,ENSG00000186092,ENST00000335137,ENSG00000186092,19.78106471,19.83973628,,,,,,,,,,,,,,,69091.0,70008.0
MTRNR2L6,ENSG00000270672,ENST00000604952,ENSG00000270672,2.006303386,19.88201389,,,,,,,,,,,,,,,142374104.0,142375550.0
LRRC69,ENSG00000214954,ENST00000448384,ENSG00000214954,11.12362217,19.89027642,,,,,,,,,,,,,,,92114890.0,92231228.0
